,RDate,LastRace_Date,LastRace_nDays,RPlace,PreviousPlace,AvgPlace3,AvgPlace5,RRating,Weight,OldWeight,WeightDiff
2,2022-05-07,2022-03-20 00:00:00,48.0,3,12.0,8.666666666666666,9.2,76,1119.0,1115.0,4.0
3,2022-03-20,2022-02-27 00:00:00,21.0,12,10.0,8.0,8.5,76,1115.0,1139.0,-24.0
4,2022-02-27,2022-01-30 00:00:00,28.0,10,4.0,8.0,8.0,76,1139.0,1124.0,15.0
5,2022-01-30,2022-01-16 00:00:00,14.0,4,10.0,10.0,10.0,76,1124.0,1142.0,-18.0
6,2022-01-16,0,100.0,10,10.0,10.0,10.0,76,1142.0,0.0,0.0
